date,commodity,y_true,y_pred
2018-12-02,Crude Oil,52.95000076293945,51.72602462768555
2018-12-03,Crude Oil,53.25,52.07121276855469
2018-12-04,Crude Oil,52.3700008392334,52.321258544921875
2018-12-05,Crude Oil,51.4900016784668,52.646087646484375
2018-12-06,Crude Oil,52.61000061035156,52.11726379394531
2018-12-07,Crude Oil,52.073333740234375,51.434791564941406
2018-12-08,Crude Oil,51.53666687011719,52.09001541137695
2018-12-09,Crude Oil,51.0,51.93312072753906
2018-12-10,Crude Oil,51.650001525878906,51.38874053955078
2018-12-11,Crude Oil,51.150001525878906,51.432369232177734
2018-12-12,Crude Oil,52.58000183105469,51.752891540527344
2018-12-13,Crude Oil,51.20000076293945,51.415103912353516
2018-12-14,Crude Oil,50.76000086466471,52.25447082519531
2018-12-15,Crude Oil,50.320000966389976,51.40792465209961
2018-12-16,Crude Oil,49.880001068115234,51.001380920410156
2018-12-17,Crude Oil,46.2400016784668,50.43507766723633
2018-12-18,Crude Oil,47.20000076293945,50.12360382080078
2018-12-19,Crude Oil,45.880001068115234,45.88932418823242
2018-12-20,Crude Oil,45.59000015258789,46.84733200073242
2018-12-21,Crude Oil,44.56999969482422,45.81837463378906
2018-12-22,Crude Oil,43.549999237060554,45.39094161987305
2018-12-23,Crude Oil,42.52999877929688,44.71661376953125
2018-12-24,Crude Oil,44.375,43.728572845458984
2018-12-25,Crude Oil,46.220001220703125,42.3919677734375
2018-12-26,Crude Oil,44.61000061035156,44.02854537963867
2018-12-27,Crude Oil,45.33000183105469,46.30766677856445
2018-12-28,Crude Oil,45.356667836507164,44.82719802856445
2018-12-29,Crude Oil,45.38333384195963,45.455413818359375
2018-12-30,Crude Oil,45.40999984741211,45.48249435424805
2018-12-31,Crude Oil,45.97500038146973,45.28901290893555
2019-01-01,Crude Oil,46.540000915527344,45.69303894042969
2019-01-02,Crude Oil,47.09000015258789,45.95456314086914
2019-01-03,Crude Oil,47.959999084472656,46.72876739501953
2019-01-04,Crude Oil,48.14666620890299,46.826385498046875
2019-01-05,Crude Oil,48.333333333333336,47.74857711791992
2019-01-06,Crude Oil,48.52000045776367,48.120182037353516
2019-01-07,Crude Oil,49.77999877929688,48.17338562011719
2019-01-08,Crude Oil,52.36000061035156,48.401187896728516
2019-01-09,Crude Oil,52.59000015258789,49.788673400878906
2019-01-10,Crude Oil,51.59000015258789,51.765113830566406
2019-01-11,Crude Oil,51.22999954223633,52.157379150390625
2019-01-12,Crude Oil,50.869998931884766,51.5423583984375
2019-01-13,Crude Oil,50.5099983215332,51.24898147583008
2019-01-14,Crude Oil,52.11000061035156,50.95635986328125
2019-01-15,Crude Oil,52.310001373291016,50.75092697143555
2019-01-16,Crude Oil,52.06999969482422,52.30687713623047
2019-01-17,Crude Oil,53.79999923706055,52.3327751159668
2019-01-18,Crude Oil,53.492499351501465,52.3327751159668
2019-01-19,Crude Oil,53.18499946594238,53.501319885253906
2019-01-20,Crude Oil,52.8774995803833,53.480106353759766
2019-01-21,Crude Oil,52.56999969482422,52.784297943115234
2019-01-22,Crude Oil,52.619998931884766,52.44287872314453
2019-01-23,Crude Oil,53.130001068115234,52.216129302978516
2019-01-24,Crude Oil,53.68999862670898,52.242027282714844
2019-01-25,Crude Oil,53.123332977294915,52.73744583129883
2019-01-26,Crude Oil,52.55666732788086,53.425682067871094
2019-01-27,Crude Oil,51.9900016784668,52.87142562866211
2019-01-28,Crude Oil,53.310001373291016,52.43033981323242
2019-01-29,Crude Oil,54.22999954223633,52.001182556152344
2019-01-30,Crude Oil,53.790000915527344,53.21945571899414
2019-01-31,Crude Oil,55.2599983215332,53.90241622924805
2019-02-01,Crude Oil,55.026666005452476,53.78276062011719
2019-02-02,Crude Oil,54.79333368937174,55.4140510559082
2019-02-03,Crude Oil,54.560001373291016,54.24150466918945
2019-02-04,Crude Oil,53.65999984741211,54.31182861328125
2019-02-05,Crude Oil,54.0099983215332,54.26169204711914
2019-02-06,Crude Oil,52.63999938964844,53.837364196777344
2019-02-07,Crude Oil,52.720001220703125,54.20156478881836
2019-02-08,Crude Oil,52.61666742960612,52.613521575927734
2019-02-09,Crude Oil,52.51333363850912,52.230560302734375
2019-02-10,Crude Oil,52.40999984741211,52.255367279052734
2019-02-11,Crude Oil,53.09999847412109,52.31352615356445
2019-02-12,Crude Oil,53.900001525878906,52.280006408691406
2019-02-13,Crude Oil,54.40999984741211,52.67564392089844
2019-02-14,Crude Oil,55.59000015258789,54.02780532836914
2019-02-15,Crude Oil,55.71500015258789,54.1469612121582
2019-02-16,Crude Oil,55.84000015258789,55.4140510559082
2019-02-17,Crude Oil,55.96500015258789,55.773887634277344
2019-02-18,Crude Oil,56.09000015258789,55.87763977050781
2019-02-19,Crude Oil,56.91999816894531,55.86012268066406
2019-02-20,Crude Oil,56.959999084472656,55.86650466918945
2019-02-21,Crude Oil,57.2599983215332,56.89606475830078
2019-02-22,Crude Oil,56.666665395100914,56.8748893737793
2019-02-23,Crude Oil,56.07333246866862,57.39555740356445
2019-02-24,Crude Oil,55.47999954223633,56.57658767700195
2019-02-25,Crude Oil,55.5,55.833072662353516
2019-02-26,Crude Oil,56.93999862670898,55.533714294433594
2019-02-27,Crude Oil,57.220001220703125,55.540096282958984
2019-02-28,Crude Oil,55.79999923706055,56.89606475830078
2019-03-01,Crude Oil,56.063332875569664,57.511566162109375
2019-03-02,Crude Oil,56.326666514078774,55.72932052612305
2019-03-03,Crude Oil,56.59000015258789,55.72932052612305
2019-03-04,Crude Oil,56.560001373291016,55.833072662353516
